,split,class_name,video_name,dataset
80,validation,walk,CharlieAndTheChocolateFactory_walk_f_cm_np1_fr_med_13.avi,HMDB51
81,validation,walk,ThePerfectScore_walk_u_nm_np1_fr_med_9.avi,HMDB51
82,validation,walk,CasinoRoyale_walk_f_nm_np1_ba_bad_5.avi,HMDB51
83,validation,walk,americanthrift1_walk_f_cm_np1_fr_med_2.avi,HMDB51
84,validation,walk,a095-0852C.mp4,STAIR
85,validation,walk,prelinger_LetsBeGo1953_walk_f_cm_np1_ri_med_10.avi,HMDB51
86,validation,walk,a095-0843C.mp4,STAIR
87,validation,walk,a095-0851C.mp4,STAIR
88,validation,walk,a095-0803C.mp4,STAIR
89,validation,walk,a095-0850C.mp4,STAIR
90,validation,walk,a095-0782C.mp4,STAIR
91,validation,walk,a095-0853C.mp4,STAIR
92,validation,walk,RushHour2_walk_f_nm_np1_fr_med_10.avi,HMDB51
93,validation,walk,a095-0827C.mp4,STAIR
94,validation,walk,a095-0807C.mp4,STAIR
95,validation,walk,a095-0799C.mp4,STAIR
96,validation,walk,21_walk_u_cm_np1_fr_bad_3.avi,HMDB51
97,validation,walk,a095-0769C.mp4,STAIR
98,validation,walk,Panic_in_the_Streets_walk_u_cm_np1_fr_med_6.avi,HMDB51
99,validation,walk,a095-0846C.mp4,STAIR
100,validation,walk,a095-0802C.mp4,STAIR
101,validation,walk,a095-0788C.mp4,STAIR
102,validation,walk,a095-0789C.mp4,STAIR
103,validation,walk,a095-0831C.mp4,STAIR
104,validation,walk,a095-0777C.mp4,STAIR
105,validation,walk,a095-0838C.mp4,STAIR
106,validation,walk,SellingasaCareer_walk_f_cm_np1_ri_bad_1.avi,HMDB51
107,validation,walk,a095-0785C.mp4,STAIR
108,validation,walk,TheLastManOnearth_walk_f_nm_np1_fr_med_37.avi,HMDB51
109,validation,walk,a095-0813C.mp4,STAIR
110,validation,walk,prelinger_LetsBeGo1953_walk_f_cm_np1_ri_med_9.avi,HMDB51
111,validation,walk,a095-0775C.mp4,STAIR
112,validation,walk,a095-0815C.mp4,STAIR
113,validation,walk,AmericanGangster_walk_f_cm_np1_ri_bad_54.avi,HMDB51
114,validation,walk,a095-0812C.mp4,STAIR
115,validation,walk,a095-0787C.mp4,STAIR
116,validation,walk,a095-0796C.mp4,STAIR
117,validation,walk,NOVA_ELEGANTUNIVERSE3_walk_f_nm_np1_ba_med_1.avi,HMDB51
118,validation,walk,a095-0800C.mp4,STAIR
119,validation,walk,a095-0844C.mp4,STAIR
120,validation,walk,a095-0848C.mp4,STAIR
121,validation,walk,TheLastManOnearth_walk_f_cm_np1_le_med_16.avi,HMDB51
122,validation,walk,Veoh_Alpha_Dog_2_walk_f_cm_np4_fr_med_15.avi,HMDB51
123,validation,walk,a095-0821C.mp4,STAIR
124,validation,walk,a095-0841C.mp4,STAIR
125,validation,walk,a095-0804C.mp4,STAIR
126,validation,walk,a095-0770C.mp4,STAIR
127,validation,walk,a095-0795C.mp4,STAIR
128,validation,walk,50_FIRST_DATES_walk_f_cm_np1_le_med_28.avi,HMDB51
129,validation,walk,a095-0849C.mp4,STAIR
130,validation,walk,TheBoondockSaints_walk_f_cm_np2_fr_med_7.avi,HMDB51
131,validation,walk,a095-0828C.mp4,STAIR
132,validation,walk,a095-0825C.mp4,STAIR
133,validation,walk,Oceans11_walk_f_cm_np1_fr_med_6.avi,HMDB51
134,validation,walk,TheLastManOnearth_walk_f_cm_np1_fr_med_36.avi,HMDB51
135,validation,walk,AgentCodyBanks_walk_u_nm_np1_ba_med_0.avi,HMDB51
136,validation,walk,IamLegend_walk_f_nm_np1_fr_med_10.avi,HMDB51
137,validation,walk,a095-0779C.mp4,STAIR
138,validation,walk,a095-0806C.mp4,STAIR
139,validation,walk,a095-0766C.mp4,STAIR
140,validation,walk,a095-0832C.mp4,STAIR
141,validation,walk,prelinger_they_grow_up_so_fast_1_walk_f_nm_np1_fr_med_5.avi,HMDB51
142,validation,walk,a095-0776C.mp4,STAIR
143,validation,walk,a095-0845C.mp4,STAIR
144,validation,walk,BLACK_HAWK_DOWN_walk_f_cm_np1_ri_med_20.avi,HMDB51
145,validation,walk,a095-0811C.mp4,STAIR
146,validation,walk,TheBoondockSaints_walk_u_cm_np1_fr_bad_92.avi,HMDB51
147,validation,using inhaler,28050.mp4,Kinetics
148,validation,using inhaler,28095.mp4,Kinetics
149,validation,using inhaler,28094.mp4,Kinetics
150,validation,using inhaler,28054.mp4,Kinetics
151,validation,using inhaler,28067.mp4,Kinetics
152,validation,using inhaler,28057.mp4,Kinetics
153,validation,using inhaler,28065.mp4,Kinetics
154,validation,using inhaler,28053.mp4,Kinetics
155,validation,using inhaler,28085.mp4,Kinetics
156,validation,using inhaler,28064.mp4,Kinetics
157,validation,using inhaler,28099.mp4,Kinetics
158,validation,using inhaler,28093.mp4,Kinetics
159,validation,using inhaler,28072.mp4,Kinetics
160,validation,using inhaler,28058.mp4,Kinetics
161,validation,using inhaler,28096.mp4,Kinetics
162,validation,using inhaler,28055.mp4,Kinetics
163,validation,using inhaler,28091.mp4,Kinetics
164,validation,using inhaler,28082.mp4,Kinetics
165,validation,using inhaler,28061.mp4,Kinetics
166,validation,using inhaler,28063.mp4,Kinetics
167,validation,using inhaler,28077.mp4,Kinetics
168,validation,using inhaler,28069.mp4,Kinetics
169,validation,using inhaler,28052.mp4,Kinetics
170,validation,using inhaler,28051.mp4,Kinetics
171,validation,using inhaler,28056.mp4,Kinetics
172,validation,using inhaler,28087.mp4,Kinetics
173,validation,using inhaler,28068.mp4,Kinetics
174,validation,using inhaler,28059.mp4,Kinetics
175,validation,using inhaler,28062.mp4,Kinetics
176,validation,using inhaler,28071.mp4,Kinetics
177,validation,using inhaler,28074.mp4,Kinetics
178,validation,using inhaler,28092.mp4,Kinetics
179,validation,using inhaler,28080.mp4,Kinetics
180,validation,using inhaler,28075.mp4,Kinetics
181,validation,using inhaler,28079.mp4,Kinetics
182,validation,using inhaler,28076.mp4,Kinetics
183,validation,using inhaler,28073.mp4,Kinetics
184,validation,using inhaler,28098.mp4,Kinetics
185,validation,using inhaler,28081.mp4,Kinetics
186,validation,using inhaler,28060.mp4,Kinetics
187,validation,using inhaler,28097.mp4,Kinetics
188,validation,using inhaler,28090.mp4,Kinetics
189,validation,using inhaler,28086.mp4,Kinetics
190,validation,using inhaler,28083.mp4,Kinetics
191,validation,using inhaler,28088.mp4,Kinetics
192,validation,using inhaler,28070.mp4,Kinetics
193,validation,blowing nose or sneezing,1894.mp4,Kinetics
194,validation,blowing nose or sneezing,24089.mp4,Kinetics
195,validation,blowing nose or sneezing,1861.mp4,Kinetics
196,validation,blowing nose or sneezing,24083.mp4,Kinetics
197,validation,blowing nose or sneezing,24091.mp4,Kinetics
198,validation,blowing nose or sneezing,24051.mp4,Kinetics
199,validation,blowing nose or sneezing,1857.mp4,Kinetics
200,validation,blowing nose or sneezing,24066.mp4,Kinetics
201,validation,blowing nose or sneezing,24087.mp4,Kinetics
202,validation,blowing nose or sneezing,24084.mp4,Kinetics
203,validation,blowing nose or sneezing,1878.mp4,Kinetics
204,validation,blowing nose or sneezing,24074.mp4,Kinetics
205,validation,blowing nose or sneezing,24068.mp4,Kinetics
206,validation,blowing nose or sneezing,1864.mp4,Kinetics
207,validation,blowing nose or sneezing,24097.mp4,Kinetics
208,validation,blowing nose or sneezing,1856.mp4,Kinetics
209,validation,blowing nose or sneezing,24081.mp4,Kinetics
210,validation,blowing nose or sneezing,24088.mp4,Kinetics
211,validation,blowing nose or sneezing,24075.mp4,Kinetics
212,validation,blowing nose or sneezing,1868.mp4,Kinetics
213,validation,blowing nose or sneezing,1866.mp4,Kinetics
214,validation,blowing nose or sneezing,1870.mp4,Kinetics
215,validation,blowing nose or sneezing,1853.mp4,Kinetics
216,validation,blowing nose or sneezing,1859.mp4,Kinetics
217,validation,blowing nose or sneezing,1873.mp4,Kinetics
218,validation,blowing nose or sneezing,1892.mp4,Kinetics
219,validation,blowing nose or sneezing,1876.mp4,Kinetics
220,validation,blowing nose or sneezing,24090.mp4,Kinetics
221,validation,blowing nose or sneezing,1887.mp4,Kinetics
222,validation,blowing nose or sneezing,24067.mp4,Kinetics
223,validation,blowing nose or sneezing,1863.mp4,Kinetics
224,validation,blowing nose or sneezing,24061.mp4,Kinetics
225,validation,blowing nose or sneezing,24055.mp4,Kinetics
226,validation,blowing nose or sneezing,24072.mp4,Kinetics
227,validation,blowing nose or sneezing,24058.mp4,Kinetics
228,validation,blowing nose or sneezing,1879.mp4,Kinetics
229,validation,blowing nose or sneezing,1886.mp4,Kinetics
230,validation,blowing nose or sneezing,1896.mp4,Kinetics
231,validation,blowing nose or sneezing,1882.mp4,Kinetics
232,validation,blowing nose or sneezing,1895.mp4,Kinetics
233,validation,blowing nose or sneezing,1871.mp4,Kinetics
234,validation,blowing nose or sneezing,24063.mp4,Kinetics
235,validation,blowing nose or sneezing,24054.mp4,Kinetics
236,validation,blowing nose or sneezing,24092.mp4,Kinetics
237,validation,blowing nose or sneezing,24080.mp4,Kinetics
238,validation,blowing nose or sneezing,24098.mp4,Kinetics
239,validation,blowing nose or sneezing,1891.mp4,Kinetics
240,validation,blowing nose or sneezing,1881.mp4,Kinetics
241,validation,blowing nose or sneezing,1854.mp4,Kinetics
242,validation,blowing nose or sneezing,1852.mp4,Kinetics
243,validation,blowing nose or sneezing,24064.mp4,Kinetics
244,validation,blowing nose or sneezing,1889.mp4,Kinetics
245,validation,blowing nose or sneezing,24086.mp4,Kinetics
246,validation,blowing nose or sneezing,24052.mp4,Kinetics
247,validation,blowing nose or sneezing,1874.mp4,Kinetics
248,validation,blowing nose or sneezing,24053.mp4,Kinetics
249,validation,blowing nose or sneezing,1893.mp4,Kinetics
250,validation,blowing nose or sneezing,1855.mp4,Kinetics
251,validation,blowing nose or sneezing,1860.mp4,Kinetics
252,validation,blowing nose or sneezing,24093.mp4,Kinetics
253,validation,blowing nose or sneezing,1862.mp4,Kinetics
254,validation,blowing nose or sneezing,24056.mp4,Kinetics
255,validation,blowing nose or sneezing,1875.mp4,Kinetics
256,validation,blowing nose or sneezing,24071.mp4,Kinetics
257,validation,blowing nose or sneezing,1885.mp4,Kinetics
258,validation,blowing nose or sneezing,1888.mp4,Kinetics
259,validation,blowing nose or sneezing,24050.mp4,Kinetics
260,validation,blowing nose or sneezing,24073.mp4,Kinetics
261,validation,blowing nose or sneezing,1897.mp4,Kinetics
262,validation,blowing nose or sneezing,1872.mp4,Kinetics
263,validation,blowing nose or sneezing,1880.mp4,Kinetics
264,validation,blowing nose or sneezing,1890.mp4,Kinetics
265,validation,blowing nose or sneezing,1851.mp4,Kinetics
266,validation,blowing nose or sneezing,1898.mp4,Kinetics
267,validation,blowing nose or sneezing,1865.mp4,Kinetics
268,validation,blowing nose or sneezing,24095.mp4,Kinetics
269,validation,blowing nose or sneezing,1867.mp4,Kinetics
270,validation,blowing nose or sneezing,1858.mp4,Kinetics
271,validation,blowing nose or sneezing,24069.mp4,Kinetics
272,validation,blowing nose or sneezing,24077.mp4,Kinetics
273,validation,blowing nose or sneezing,24059.mp4,Kinetics
274,validation,blowing nose or sneezing,1850.mp4,Kinetics
275,validation,blowing nose or sneezing,24078.mp4,Kinetics
276,validation,blowing nose or sneezing,24065.mp4,Kinetics
277,validation,blowing nose or sneezing,24057.mp4,Kinetics
278,validation,blowing nose or sneezing,24060.mp4,Kinetics
279,validation,blowing nose or sneezing,24085.mp4,Kinetics
280,validation,blowing nose or sneezing,24076.mp4,Kinetics
281,validation,blowing nose or sneezing,1884.mp4,Kinetics
282,validation,blowing nose or sneezing,24096.mp4,Kinetics
283,validation,blowing nose or sneezing,24079.mp4,Kinetics
284,validation,blowing nose or sneezing,1883.mp4,Kinetics
285,validation,blowing nose or sneezing,24082.mp4,Kinetics
286,validation,blowing nose or sneezing,24062.mp4,Kinetics
287,validation,blowing nose or sneezing,24094.mp4,Kinetics
288,validation,blowing nose or sneezing,1877.mp4,Kinetics
289,validation,blowing nose or sneezing,1869.mp4,Kinetics
290,validation,blowing nose or sneezing,24099.mp4,Kinetics
291,validation,blowing nose or sneezing,1899.mp4,Kinetics
292,validation,sleeping,23729.mp4,Kinetics
293,validation,sleeping,23702.mp4,Kinetics
294,validation,sleeping,23706.mp4,Kinetics
295,validation,sleeping,23724.mp4,Kinetics
296,validation,sleeping,23737.mp4,Kinetics
297,validation,sleeping,23700.mp4,Kinetics
298,validation,sleeping,23721.mp4,Kinetics
299,validation,sleeping,23725.mp4,Kinetics
300,validation,sleeping,23735.mp4,Kinetics
301,validation,sleeping,23718.mp4,Kinetics
302,validation,sleeping,23719.mp4,Kinetics
303,validation,sleeping,23708.mp4,Kinetics
304,validation,sleeping,23722.mp4,Kinetics
305,validation,sleeping,23736.mp4,Kinetics
306,validation,sleeping,23741.mp4,Kinetics
307,validation,sleeping,23732.mp4,Kinetics
308,validation,sleeping,23743.mp4,Kinetics
309,validation,sleeping,23740.mp4,Kinetics
310,validation,sleeping,23731.mp4,Kinetics
311,validation,sleeping,23726.mp4,Kinetics
312,validation,sleeping,23739.mp4,Kinetics
313,validation,sleeping,23707.mp4,Kinetics
314,validation,sleeping,23709.mp4,Kinetics
315,validation,sleeping,23701.mp4,Kinetics
316,validation,sleeping,23727.mp4,Kinetics
317,validation,sleeping,23730.mp4,Kinetics
318,validation,sleeping,23714.mp4,Kinetics
319,validation,sleeping,23744.mp4,Kinetics
320,validation,sleeping,23704.mp4,Kinetics
321,validation,sleeping,23738.mp4,Kinetics
322,validation,sleeping,23715.mp4,Kinetics
323,validation,sleeping,23746.mp4,Kinetics
324,validation,sleeping,23712.mp4,Kinetics
325,validation,sleeping,23703.mp4,Kinetics
326,validation,sleeping,23745.mp4,Kinetics
327,validation,sleeping,23742.mp4,Kinetics
328,validation,sleeping,23713.mp4,Kinetics
329,validation,sleeping,23705.mp4,Kinetics
330,validation,sleeping,23728.mp4,Kinetics
331,validation,sleeping,23749.mp4,Kinetics
332,validation,sleeping,23734.mp4,Kinetics
333,validation,sleeping,23720.mp4,Kinetics
334,validation,sleeping,23710.mp4,Kinetics
335,validation,sleeping,23733.mp4,Kinetics
336,validation,sleeping,23716.mp4,Kinetics
337,validation,sleeping,23717.mp4,Kinetics
338,validation,sleeping,23747.mp4,Kinetics
339,validation,Lying on bed or sofa,P4AEF_0.00.mp4,Charades
340,validation,Lying on bed or sofa,8370R_0.00.mp4,Charades
341,validation,Lying on bed or sofa,PWJ3J_0.00.mp4,Charades
342,validation,Lying on bed or sofa,SSP8C_0.00.mp4,Charades
343,validation,Lying on bed or sofa,5AE54_8.40.mp4,Charades
344,validation,Lying on bed or sofa,0M6IY_13.80.mp4,Charades
345,validation,Lying on bed or sofa,P73UC_0.00.mp4,Charades
346,validation,Lying on bed or sofa,N7130_12.70.mp4,Charades
347,validation,Lying on bed or sofa,OZ5SV_0.00.mp4,Charades
348,validation,Lying on bed or sofa,MSN1B_0.00.mp4,Charades
349,validation,Lying on bed or sofa,8LPZ0_30.30.mp4,Charades
350,validation,Lying on bed or sofa,LLOGB_13.70.mp4,Charades
351,validation,Lying on bed or sofa,XDT45_0.00.mp4,Charades
352,validation,Lying on bed or sofa,B7DNX_0.00.mp4,Charades
353,validation,Lying on bed or sofa,417RA_0.00.mp4,Charades
354,validation,Lying on bed or sofa,I20II_0.00.mp4,Charades
355,validation,Lying on bed or sofa,GQCUX_0.00.mp4,Charades
356,validation,Lying on bed or sofa,SQUX3_0.00.mp4,Charades
357,validation,Lying on bed or sofa,XMF8Y_1.20.mp4,Charades
358,validation,Lying on bed or sofa,5GEJS_0.00.mp4,Charades
359,validation,Lying on bed or sofa,IACBH_10.90.mp4,Charades
360,validation,Lying on bed or sofa,V3RAX_0.00.mp4,Charades
361,validation,Lying on bed or sofa,V6M35_0.00.mp4,Charades
362,validation,Lying on bed or sofa,58YA5_0.00.mp4,Charades
363,validation,Lying on bed or sofa,8ZO48_0.00.mp4,Charades
364,validation,Lying on bed or sofa,Q9DW7_5.00.mp4,Charades
365,validation,Lying on bed or sofa,3DO95_0.00.mp4,Charades
366,validation,Lying on bed or sofa,BZ171_0.00.mp4,Charades
367,validation,Lying on bed or sofa,5VUQE_0.00.mp4,Charades
368,validation,Lying on bed or sofa,D1O6N_18.00.mp4,Charades
369,validation,Lying on bed or sofa,CCTIO_5.30.mp4,Charades
370,validation,Lying on bed or sofa,BOOKV_27.30.mp4,Charades
371,validation,Lying on bed or sofa,2URXS_0.00.mp4,Charades
372,validation,Lying on bed or sofa,CBXI2_0.00.mp4,Charades
373,validation,Lying on bed or sofa,OFPAE_0.00.mp4,Charades
374,validation,Lying on bed or sofa,ZFZEN_0.00.mp4,Charades
375,validation,Lying on bed or sofa,6KI0S_0.00.mp4,Charades
376,validation,Lying on bed or sofa,RANB1_18.30.mp4,Charades
377,validation,Lying on bed or sofa,CNVZX_0.00.mp4,Charades
378,validation,fall,8686.mp4,Kinetics
379,validation,fall,8669.mp4,Kinetics
380,validation,fall,8650.mp4,Kinetics
381,validation,fall,8655.mp4,Kinetics
382,validation,fall,8671.mp4,Kinetics
383,validation,fall,8677.mp4,Kinetics
384,validation,fall,8674.mp4,Kinetics
385,validation,fall,8666.mp4,Kinetics
386,validation,fall,RETURN_OF_THE_KING_fall_floor_f_cm_np1_fr_bad_30.avi,HMDB51
387,validation,fall,The_Matrix_Revolutions_6_fall_floor_u_cm_np1_fr_bad_2.avi,HMDB51
388,validation,fall,8692.mp4,Kinetics
389,validation,fall,CasinoRoyale_fall_floor_f_cm_np1_fr_med_7.avi,HMDB51
390,validation,fall,RETURN_OF_THE_KING_fall_floor_u_cm_np1_fr_med_37.avi,HMDB51
391,validation,fall,8662.mp4,Kinetics
392,validation,fall,stair_Y_94.mp4,STAIR
393,validation,fall,8675.mp4,Kinetics
394,validation,fall,8681.mp4,Kinetics
395,validation,fall,8651.mp4,Kinetics
396,validation,fall,Coffee_room_01_12.avi,Fall dataset
397,validation,fall,8665.mp4,Kinetics
398,validation,fall,KUNG_FU_HUSTLE_fall_floor_f_nm_np1_le_med_13.avi,HMDB51
399,validation,fall,Home_01_10.avi,Fall dataset
400,validation,fall,MeettheFockers_fall_floor_f_nm_np1_fr_med_5.avi,HMDB51
401,validation,fall,8657.mp4,Kinetics
402,validation,fall,8691.mp4,Kinetics
403,validation,fall,8695.mp4,Kinetics
404,validation,fall,8682.mp4,Kinetics
405,validation,fall,8696.mp4,Kinetics
406,validation,fall,8667.mp4,Kinetics
407,validation,fall,stair_Y_95.mp4,STAIR
408,validation,fall,8658.mp4,Kinetics
409,validation,fall,Veoh_Alpha_Dog_1_fall_floor_f_cm_np1_fr_med_35.avi,HMDB51
410,validation,fall,stair_Y_12.mp4,STAIR
411,validation,fall,TheBoondockSaints_fall_floor_u_cm_np1_fr_med_63.avi,HMDB51
412,validation,fall,8678.mp4,Kinetics
413,validation,fall,RETURN_OF_THE_KING_fall_floor_f_cm_np1_fr_med_39.avi,HMDB51
414,validation,fall,8679.mp4,Kinetics
415,validation,fall,8660.mp4,Kinetics
416,validation,fall,8676.mp4,Kinetics
417,validation,fall,RATRACE_fall_floor_f_cm_np1_fr_med_2.avi,HMDB51
418,validation,fall,Office_01_02.avi,Fall dataset
419,validation,fall,8661.mp4,Kinetics
420,validation,fall,8699.mp4,Kinetics
421,validation,fall,8673.mp4,Kinetics
422,validation,fall,8693.mp4,Kinetics
423,validation,fall,8652.mp4,Kinetics
424,validation,fall,8659.mp4,Kinetics
425,validation,fall,8670.mp4,Kinetics
426,validation,fall,8698.mp4,Kinetics
427,validation,fall,stair_X_421.mp4,STAIR
428,validation,fall,8680.mp4,Kinetics
429,validation,fall,8654.mp4,Kinetics
430,validation,fall,Prelinger_ActYourA1949_fall_floor_f_cm_np1_ri_med_11.avi,HMDB51
431,validation,fall,8668.mp4,Kinetics
432,validation,fall,The_Matrix_5_fall_floor_f_nm_np1_fr_bad_10.avi,HMDB51
433,validation,fall,8672.mp4,Kinetics
434,validation,fall,8663.mp4,Kinetics
435,validation,fall,8656.mp4,Kinetics
436,validation,fall,Coffee_room_01_03.avi,Fall dataset
437,validation,fall,Home_01_20.avi,Fall dataset
438,validation,fall,8697.mp4,Kinetics
439,validation,fall,8690.mp4,Kinetics
440,validation,fall,8685.mp4,Kinetics
441,validation,fall,8689.mp4,Kinetics
442,validation,fall,stair_Y_58.mp4,STAIR
443,validation,fall,8664.mp4,Kinetics
444,validation,fall,THE_PROTECTOR_fall_floor_f_nm_np1_fr_med_61.avi,HMDB51
445,validation,fall,Office_01_07.avi,Fall dataset
446,validation,fall,8688.mp4,Kinetics
447,validation,fall,8653.mp4,Kinetics
448,validation,fall,8694.mp4,Kinetics
449,validation,fall,Fellowship_7_fall_floor_f_cm_np1_ba_med_3.avi,HMDB51
450,validation,hit,BoxingTipsHowtoMakeKnucklesStronger_punch_u_cm_np1_ri_goo_5.avi,HMDB51
451,validation,hit,HARD_FACE_SLAP_COMPILATION_-_THE_FUNNIEST_FACE_SLAPS_EVER!!_-_Old_school_Vids_hit_u_cm_np1_ri_bad_2.avi,HMDB51
452,validation,hit,Collins_getting_hit_with_a_stick_on_the_head_hit_f_cm_np1_le_bad_0.avi,HMDB51
453,validation,hit,23636.mp4,Kinetics
454,validation,hit,Opel_vs_Vorschlaghammer_hit_u_cm_np1_le_bad_0.avi,HMDB51
455,validation,hit,23638.mp4,Kinetics
456,validation,hit,PracticingBoxingonaDoubleEndBag-LeadRightwithaHook_punch_u_nm_np1_fr_med_2.avi,HMDB51
457,validation,hit,RETURN_OF_THE_KING_punch_u_cm_np1_ri_med_34.avi,HMDB51
458,validation,hit,Destruction_of_a_TV_hit_f_cm_np1_ri_bad_0.avi,HMDB51
459,validation,hit,23617.mp4,Kinetics
460,validation,hit,AdvancedBoxingTechniquesandExercises_punch_u_nm_np1_fr_med_0.avi,HMDB51
461,validation,hit,23619.mp4,Kinetics
462,validation,hit,23621.mp4,Kinetics
463,validation,hit,23646.mp4,Kinetics
464,validation,hit,AdvancedBoxingTechniquesandExercises_punch_u_nm_np1_ba_med_5.avi,HMDB51
465,validation,hit,23602.mp4,Kinetics
466,validation,hit,23644.mp4,Kinetics
467,validation,hit,23630.mp4,Kinetics
468,validation,hit,The_Matrix_Revolutions_6_punch_u_nm_np2_ri_med_1.avi,HMDB51
469,validation,hit,The_Matrix_5_punch_u_cm_np1_le_med_15.avi,HMDB51
470,validation,hit,Jaten_getting_hit_with_stick_hit_f_cm_np1_ba_bad_0.avi,HMDB51
471,validation,hit,23648.mp4,Kinetics
